Date,Current Temp,Description,High Temp,Low Temp,Humidity,Feels Like,Location,AQI
2025-03-09 06:00:02.629137,4°,Переменная облачность,7°,-1°,63%,4°,"Алматы, Казахстан",79
2025-03-09 07:00:01.412116,2°,Легкий туман,8°,-1°,73%,2°,"Алматы, Казахстан",81
2025-03-09 08:00:02.195416,3°,Легкий туман,8°,-1°,70%,3°,"Алматы, Казахстан",74
2025-03-09 09:00:02.392509,8°,Облачно,8°,-1°,53%,8°,"Алматы, Казахстан",70
2025-03-09 10:00:03.176584,7°,Облачно,8°,-1°,60%,7°,"Алматы, Казахстан",67
2025-03-09 11:00:00.910902,7°,Легкий туман,8°,-1°,64%,4°,"Алматы, Казахстан",65
2025-03-09 12:00:09.846386,10°,Значительная облачность,11°,-1°,49%,9°,"Алматы, Казахстан",65
2025-03-09 13:00:01.807377,8°,Значительная облачность,9°,-1°,60%,6°,"Алматы, Казахстан",67
2025-03-09 14:00:02.901344,8°,Облачно,9°,-1°,63%,6°,"Алматы, Казахстан",72
2025-03-09 15:00:01.596755,9°,Облачно,10°,-1°,58%,9°,"Алматы, Казахстан",81
2025-03-09 16:00:00.841682,6°,Небольшой ливневый дождь/ветрено,10°,-1°,75%,1°,"Алматы, Казахстан",84
2025-03-09 17:00:01.629821,4°,Ливневый дождь,10°,-1°,82%,2°,"Алматы, Казахстан",92
2025-03-09 18:00:03.383256,1°,Небольшой снегопад,10°,-1°,99%,1°,"Алматы, Казахстан",89
2025-03-09 19:00:00.891413,2°,Сильный снегопад,10°,-1°,93%,2°,"Алматы, Казахстан",77
2025-03-09 20:00:00.827878,1°,Туман,10°,-2°,97%,1°,"Алматы, Казахстан",75
2025-03-09 21:00:00.844546,0°,Туман,10°,-1°,95%,0°,"Алматы, Казахстан",74
2025-03-09 22:00:01.904562,0°,Снежно-ледяная изморось,10°,-1°,100%,-2°,"Алматы, Казахстан",75
2025-03-09 23:00:01.902640,1°,Небольшой снегопад,10°,-1°,95%,-2°,"Алматы, Казахстан",67
2025-03-10 00:00:02.325380,1°,Туман,10°,-1°,92%,1°,"Алматы, Казахстан",71
2025-03-10 01:00:02.550177,1°,Облачно,10°,-2°,87%,-3°,"Алматы, Казахстан",67
2025-03-10 02:00:03.215650,1°,Облачно,10°,-2°,88%,-2°,"Алматы, Казахстан",63
2025-03-10 03:00:02.142949,1°,Облачно,10°,-2°,86%,1°,"Алматы, Казахстан",53
2025-03-10 04:00:01.881567,0°,Легкий туман,6°,-2°,88%,-4°,"Алматы, Казахстан",52
2025-03-10 05:00:02.530351,0°,Легкий туман,6°,-2°,85%,-4°,"Алматы, Казахстан",42
2025-03-10 06:00:01.560940,-1°,Облачно,6°,-1°,91%,-1°,"Алматы, Казахстан",45
2025-03-10 07:00:01.681748,-1°,Облачно,6°,-1°,84%,-4°,"Алматы, Казахстан",54
2025-03-10 08:00:02.608683,0°,Облачно,6°,-1°,80%,-4°,"Алматы, Казахстан",64
2025-03-10 09:00:03.732495,0°,Облачно,6°,-1°,88%,0°,"Алматы, Казахстан",71
2025-03-10 10:00:05.723261,2°,Облачно,6°,-1°,78%,-2°,"Алматы, Казахстан",73
2025-03-10 11:00:04.638242,2°,Облачно,6°,-1°,76%,-1°,"Алматы, Казахстан",82
2025-03-10 12:00:02.774409,2°,Облачно,6°,-1°,80%,2°,"Алматы, Казахстан",81
2025-03-10 13:00:03.702616,4°,Переменная облачность,6°,-1°,71%,1°,"Алматы, Казахстан",93
2025-03-10 14:00:02.099928,5°,Ясно,6°,-2°,69%,3°,"Алматы, Казахстан",100
2025-03-10 15:00:02.871628,6°,Ясно,6°,-1°,66%,6°,"Алматы, Казахстан",109
2025-03-10 16:00:01.623008,6°,Ясно,6°,-1°,65%,4°,"Алматы, Казахстан",118
2025-03-10 17:00:01.479806,6°,Ясно,6°,-1°,67%,4°,"Алматы, Казахстан",122
2025-03-10 18:00:02.897502,6°,Ясно,6°,-1°,64%,6°,"Алматы, Казахстан",119
2025-03-10 19:00:01.823983,3°,Ясно,6°,-1°,77%,1°,"Алматы, Казахстан",116
2025-03-10 20:00:02.289255,2°,Легкий туман,6°,-1°,77%,2°,"Алматы, Казахстан",125
2025-03-10 21:00:01.537940,3°,Ясно,6°,-1°,68%,3°,"Алматы, Казахстан",125
2025-03-10 22:00:01.571680,1°,Легкий туман,6°,-1°,74%,1°,"Алматы, Казахстан",121
2025-03-10 23:00:01.539698,1°,Легкий туман,6°,-1°,71%,1°,"Алматы, Казахстан",111
2025-03-11 00:00:02.690558,2°,Ясно,6°,-1°,72%,2°,"Алматы, Казахстан",134
2025-03-11 01:00:02.664730,0°,Легкий туман,6°,-1°,72%,0°,"Алматы, Казахстан",122
2025-03-11 02:00:01.746295,-1°,Легкий туман,6°,-1°,75%,-1°,"Алматы, Казахстан",141
2025-03-11 03:00:02.110852,3°,Ясно,6°,-1°,57%,3°,"Алматы, Казахстан",142
2025-03-11 04:00:02.295733,-1°,Легкий туман,9°,-2°,74%,-1°,"Алматы, Казахстан",142
2025-03-11 05:00:03.383817,-1°,Легкий туман,10°,-2°,72%,-3°,"Алматы, Казахстан",124
2025-03-11 06:00:01.521092,0°,Ясно,10°,-2°,72%,0°,"Алматы, Казахстан",144
2025-03-11 07:00:01.599645,-1°,Легкий туман,10°,-2°,72%,-1°,"Алматы, Казахстан",135
2025-03-11 08:00:02.111215,2°,Легкий туман,10°,-2°,65%,2°,"Алматы, Казахстан",122
2025-03-11 09:00:03.620798,6°,Ясно,9°,-2°,51%,6°,"Алматы, Казахстан",107
2025-03-11 10:00:03.683013,6°,Легкий туман,10°,-2°,58%,4°,"Алматы, Казахстан",94
2025-03-11 11:00:02.139602,7°,Дым,9°,-1°,55%,5°,"Алматы, Казахстан",87
2025-03-11 12:00:01.350123,11°,Ясно,11°,-1°,46%,11°,"Алматы, Казахстан",88
2025-03-11 13:00:01.491943,9°,Ясно,10°,-2°,48%,8°,"Алматы, Казахстан",97
2025-03-11 14:00:01.415151,9°,Ясно,10°,-2°,49%,8°,"Алматы, Казахстан",113
2025-03-11 15:00:01.654956,13°,Ясно,14°,-2°,38%,13°,"Алматы, Казахстан",116
2025-03-11 16:00:04.230302,10°,Ясно,13°,-2°,48%,8°,"Алматы, Казахстан",117
2025-03-11 17:00:01.420645,9°,Значительная облачность,13°,-2°,55%,6°,"Алматы, Казахстан",122
2025-03-11 18:00:02.900272,9°,Ясно,13°,-2°,49%,9°,"Алматы, Казахстан",122
2025-03-11 19:00:01.632536,6°,Переменная облачность,13°,-2°,67%,3°,"Алматы, Казахстан",115
2025-03-11 20:00:02.204200,4°,Легкий туман,13°,-2°,70%,2°,"Алматы, Казахстан",113
2025-03-11 21:00:01.548797,6°,Ясно,13°,-2°,67%,6°,"Алматы, Казахстан",115
2025-03-11 22:00:01.808583,3°,Значительная облачность,13°,-1°,73%,-1°,"Алматы, Казахстан",117
2025-03-11 23:00:02.022766,2°,Легкий туман,13°,-2°,76%,1°,"Алматы, Казахстан",118
2025-03-12 00:00:01.579963,3°,Ясно,13°,-2°,83%,3°,"Алматы, Казахстан",124
2025-03-12 01:00:01.963040,1°,Легкий туман,13°,-1°,81%,1°,"Алматы, Казахстан",122
2025-03-12 02:00:01.584783,1°,Легкий туман,13°,-1°,83%,1°,"Алматы, Казахстан",126
2025-03-12 03:00:02.312784,3°,Облачно,13°,-1°,88%,1°,"Алматы, Казахстан",115
2025-03-12 04:00:01.961619,1°,Легкий туман,6°,-3°,79%,-3°,"Алматы, Казахстан",105
2025-03-12 05:00:02.870456,0°,Облачно,6°,-3°,79%,-2°,"Алматы, Казахстан",93
2025-03-12 06:00:01.622550,2°,Облачно,6°,-3°,89%,2°,"Алматы, Казахстан",90
2025-03-12 07:00:02.490724,0°,Облачно,7°,-3°,78%,0°,"Алматы, Казахстан",94
2025-03-12 08:00:02.707874,1°,Облачно,6°,-3°,78%,-1°,"Алматы, Казахстан",85
2025-03-12 09:00:06.594628,3°,Облачно,6°,-3°,85%,3°,"Алматы, Казахстан",72
2025-03-12 10:00:03.690284,3°,Облачно,6°,-3°,70%,2°,"Алматы, Казахстан",80
2025-03-12 11:00:03.686845,4°,Облачно,6°,-3°,69%,1°,"Алматы, Казахстан",81
2025-03-12 12:00:02.735254,4°,Облачно,6°,-3°,72%,2°,"Алматы, Казахстан",86
2025-03-12 13:00:02.233905,5°,Облачно,6°,-3°,66%,3°,"Алматы, Казахстан",91
2025-03-12 14:00:01.846191,5°,Облачно,6°,-3°,63%,5°,"Алматы, Казахстан",91
2025-03-12 15:00:04.494821,5°,Облачно,5°,-3°,61%,5°,"Алматы, Казахстан",88
2025-03-12 16:00:02.694111,6°,Значительная облачность,6°,-3°,62%,4°,"Алматы, Казахстан",88
2025-03-12 17:00:01.437093,5°,Переменная облачность,6°,-3°,64%,3°,"Алматы, Казахстан",92
2025-03-12 18:00:01.799760,4°,Облачно,6°,-3°,66%,4°,"Алматы, Казахстан",93
2025-03-12 19:00:02.920851,3°,Значительная облачность,6°,-3°,71%,-1°,"Алматы, Казахстан",94
2025-03-12 20:00:01.455411,2°,Значительная облачность,6°,-3°,73%,-2°,"Алматы, Казахстан",96
2025-03-12 21:00:03.837992,2°,Облачно,6°,-3°,60%,2°,"Алматы, Казахстан",94
2025-03-12 22:00:03.609506,0°,Облачно,6°,-3°,74%,-2°,"Алматы, Казахстан",90
2025-03-12 23:00:01.476204,-1°,Значительная облачность,6°,-3°,75%,-1°,"Алматы, Казахстан",87
2025-03-13 00:00:03.424414,-1°,Ясно,6°,-3°,75%,-1°,"Алматы, Казахстан",83
2025-03-13 01:00:02.027055,-2°,Переменная облачность,6°,-4°,77%,-2°,"Алматы, Казахстан",87
2025-03-13 02:00:03.037593,-2°,Легкий туман,6°,-4°,77%,-2°,"Алматы, Казахстан",92
2025-03-13 03:00:01.502276,-1°,Ясно,6°,-4°,79%,-1°,"Алматы, Казахстан",101
2025-03-13 04:00:01.678900,-3°,Легкий туман,8°,-1°,79%,-3°,"Алматы, Казахстан",108
2025-03-13 05:00:01.709836,-3°,Легкий туман,8°,-1°,78%,-3°,"Алматы, Казахстан",104
2025-03-13 06:00:01.480502,-3°,Ясно,8°,-1°,87%,-3°,"Алматы, Казахстан",106
2025-03-13 07:00:01.697474,-3°,Туман,8°,-1°,78%,-3°,"Алматы, Казахстан",110
2025-03-13 08:00:02.798361,-2°,Туман,8°,-1°,72%,-2°,"Алматы, Казахстан",117
2025-03-13 09:00:05.223784,1°,Ясно,8°,-1°,77%,1°,"Алматы, Казахстан",118
2025-03-13 10:00:01.415888,1°,Туман,8°,-1°,68%,1°,"Алматы, Казахстан",121
2025-03-13 11:00:01.729278,2°,Легкий туман,8°,-1°,68%,1°,"Алматы, Казахстан",116
2025-03-13 12:00:02.280325,3°,Ясно,8°,-1°,72%,3°,"Алматы, Казахстан",122
2025-03-13 13:00:02.267830,4°,Легкий туман,8°,-1°,62%,2°,"Алматы, Казахстан",136
2025-03-13 14:00:01.389828,6°,Легкий туман,7°,-1°,57%,5°,"Алматы, Казахстан",132
2025-03-13 15:00:02.558335,7°,Ясно,7°,-1°,58%,7°,"Алматы, Казахстан",138
2025-03-13 16:00:01.991836,7°,Значительная облачность,8°,-1°,54%,4°,"Алматы, Казахстан",144
2025-03-13 17:00:01.475821,7°,Значительная облачность,8°,-1°,58%,4°,"Алматы, Казахстан",153
2025-03-13 18:00:01.668803,6°,Ясно,8°,-1°,55%,6°,"Алматы, Казахстан",151
2025-03-13 19:00:01.573208,4°,Переменная облачность,8°,-1°,66%,2°,"Алматы, Казахстан",137
2025-03-13 20:00:02.968226,3°,Дым,8°,-1°,69%,1°,"Алматы, Казахстан",108
2025-03-13 21:00:01.898973,3°,Ясно,8°,-1°,64%,3°,"Алматы, Казахстан",109
2025-03-13 22:00:04.080191,1°,Легкий туман,8°,-1°,71%,-1°,"Алматы, Казахстан",118
2025-03-13 23:00:02.650212,1°,Легкий туман,8°,-1°,75%,-2°,"Алматы, Казахстан",133
2025-03-14 00:00:03.585062,2°,Ясно,8°,-1°,73%,2°,"Алматы, Казахстан",150
2025-03-14 01:00:03.140907,0°,Легкий туман,8°,-1°,71%,0°,"Алматы, Казахстан",153
2025-03-14 02:00:01.594055,-1°,Легкий туман,8°,-2°,74%,-1°,"Алматы, Казахстан",153
2025-03-14 03:00:02.953769,0°,Ясно,8°,-1°,79%,0°,"Алматы, Казахстан",140
2025-03-14 04:00:04.863179,-1°,Легкий туман,11°,3°,74%,-1°,"Алматы, Казахстан",153
2025-03-14 05:00:01.573476,-1°,Легкий туман,12°,3°,70%,-1°,"Алматы, Казахстан",138
2025-03-14 06:00:01.946299,-1°,Ясно,12°,3°,75%,-1°,"Алматы, Казахстан",152
2025-03-14 07:00:02.704311,-1°,Легкий туман,12°,3°,67%,-3°,"Алматы, Казахстан",151
2025-03-14 08:00:01.803357,2°,Легкий туман,12°,3°,63%,2°,"Алматы, Казахстан",135
2025-03-14 09:00:14.843462,4°,Ясно,12°,3°,64%,4°,"Алматы, Казахстан",141
2025-03-14 10:00:09.680722,6°,Легкий туман,12°,3°,56%,6°,"Алматы, Казахстан",140
2025-03-14 11:00:01.843250,8°,Легкий туман,11°,3°,53%,7°,"Алматы, Казахстан",119
2025-03-14 12:00:02.387047,10°,Ясно,12°,3°,50%,10°,"Алматы, Казахстан",126
2025-03-14 13:00:02.652715,10°,Ясно,11°,2°,47%,9°,"Алматы, Казахстан",147
2025-03-14 14:00:04.148647,11°,Ясно,11°,2°,44%,9°,"Алматы, Казахстан",138
2025-03-14 15:00:02.500523,13°,Ясно,14°,2°,38%,13°,"Алматы, Казахстан",153
2025-03-14 16:00:02.672079,11°,Ясно,13°,3°,45%,11°,"Алматы, Казахстан",153
2025-03-14 17:00:04.623483,11°,Ясно,13°,3°,50%,8°,"Алматы, Казахстан",145
2025-03-14 18:00:02.913582,10°,Значительная облачность,13°,3°,40%,10°,"Алматы, Казахстан",142
2025-03-14 19:00:01.585392,7°,Переменная облачность,13°,3°,59%,5°,"Алматы, Казахстан",127
2025-03-14 20:00:02.701810,6°,Дым,13°,3°,62%,6°,"Алматы, Казахстан",124
2025-03-14 21:00:03.983638,7°,Ясно,13°,3°,56%,7°,"Алматы, Казахстан",134
2025-03-14 22:00:02.637051,5°,Дым,13°,3°,66%,3°,"Алматы, Казахстан",132
2025-03-14 23:00:02.589681,4°,Дым,13°,3°,68%,4°,"Алматы, Казахстан",141
2025-03-15 00:00:01.452963,6°,Значительная облачность,13°,2°,57%,6°,"Алматы, Казахстан",137
2025-03-15 01:00:02.194635,4°,Легкий туман,13°,2°,70%,4°,"Алматы, Казахстан",131
2025-03-15 02:00:02.328429,4°,Легкий туман,13°,2°,72%,2°,"Алматы, Казахстан",132
2025-03-15 03:00:02.463424,5°,Значительная облачность,13°,2°,59%,5°,"Алматы, Казахстан",133
2025-03-15 04:00:01.417365,3°,Легкий туман,12°,3°,72%,3°,"Алматы, Казахстан",151
2025-03-15 05:00:01.407934,3°,Легкий туман,11°,2°,71%,1°,"Алматы, Казахстан",130
2025-03-15 06:00:01.862653,4°,Ясно,11°,2°,61%,4°,"Алматы, Казахстан",120
2025-03-15 07:00:01.820926,3°,Легкий туман,12°,2°,69%,3°,"Алматы, Казахстан",126
2025-03-15 08:00:01.673249,6°,Легкий туман,12°,2°,66%,6°,"Алматы, Казахстан",118
2025-03-15 09:00:02.266714,8°,Значительная облачность,13°,3°,49%,8°,"Алматы, Казахстан",113
2025-03-15 10:00:01.972229,8°,Дымка,12°,2°,52%,8°,"Алматы, Казахстан",109
2025-03-15 11:00:01.699873,10°,Дымка,11°,2°,48%,10°,"Алматы, Казахстан",108
2025-03-15 12:00:01.560163,13°,Облачно,14°,2°,37%,13°,"Алматы, Казахстан",111
2025-03-15 13:00:01.863293,11°,Облачно,12°,2°,44%,10°,"Алматы, Казахстан",117
2025-03-15 14:00:01.433905,12°,Дымка,12°,2°,45%,10°,"Алматы, Казахстан",129
2025-03-15 15:00:02.189184,14°,Облачно,16°,3°,36%,14°,"Алматы, Казахстан",139
2025-03-15 16:00:02.902756,12°,Значительная облачность,14°,2°,44%,12°,"Алматы, Казахстан",130
2025-03-15 17:00:01.562419,11°,Значительная облачность,14°,3°,49%,11°,"Алматы, Казахстан",138
2025-03-15 18:00:02.274989,11°,Облачно,14°,3°,46%,11°,"Алматы, Казахстан",134
2025-03-15 19:00:01.898128,8°,Дым,14°,3°,60%,8°,"Алматы, Казахстан",132
2025-03-15 20:00:00.863272,8°,Небольшой ливневый дождь,14°,3°,66%,4°,"Алматы, Казахстан",137
2025-03-15 21:00:00.779959,8°,Небольшой ливневый дождь,14°,3°,76%,8°,"Алматы, Казахстан",137
2025-03-15 22:00:01.667843,7°,Значительная облачность,14°,3°,65%,6°,"Алматы, Казахстан",129
2025-03-15 23:00:01.980678,6°,Значительная облачность,14°,3°,67%,4°,"Алматы, Казахстан",130
2025-03-16 00:00:00.815840,7°,Облачно,14°,3°,72%,7°,"Алматы, Казахстан",127
2025-03-16 01:00:01.598430,4°,Значительная облачность,14°,2°,74%,4°,"Алматы, Казахстан",102
2025-03-16 02:00:01.518288,4°,Легкий туман,14°,2°,73%,4°,"Алматы, Казахстан",98
2025-03-16 03:00:01.360086,6°,Облачно,14°,2°,72%,6°,"Алматы, Казахстан",97
2025-03-16 04:00:01.737233,4°,Легкий туман,12°,1°,74%,2°,"Алматы, Казахстан",98
2025-03-16 05:00:01.874782,3°,Легкий туман,12°,1°,74%,3°,"Алматы, Казахстан",100
2025-03-16 06:00:01.725798,4°,Ясно,12°,1°,77%,4°,"Алматы, Казахстан",99
2025-03-16 07:00:02.684430,3°,Легкий туман,13°,1°,75%,-2°,"Алматы, Казахстан",105
2025-03-16 08:00:02.003935,6°,Значительная облачность,12°,1°,66%,5°,"Алматы, Казахстан",109
2025-03-16 09:00:01.781938,8°,Облачно,12°,1°,62%,8°,"Алматы, Казахстан",108
2025-03-16 10:00:01.733202,9°,Значительная облачность,12°,1°,55%,8°,"Алматы, Казахстан",104
2025-03-16 11:00:01.328283,10°,Переменная облачность,12°,1°,52%,10°,"Алматы, Казахстан",108
2025-03-16 12:00:01.533229,13°,Ясно,14°,1°,45%,13°,"Алматы, Казахстан",103
2025-03-16 13:00:01.646854,12°,Переменная облачность,13°,1°,42%,12°,"Алматы, Казахстан",96
2025-03-16 14:00:01.933795,13°,Переменная облачность,13°,1°,39%,13°,"Алматы, Казахстан",89
2025-03-16 15:00:00.757916,15°,Ясно,16°,1°,39%,15°,"Алматы, Казахстан",84
2025-03-16 16:00:00.874543,12°,Переменная облачность,15°,1°,41%,12°,"Алматы, Казахстан",85
2025-03-16 17:00:02.407738,12°,Переменная облачность,15°,1°,45%,11°,"Алматы, Казахстан",87
2025-03-16 18:00:00.891637,11°,Ясно,15°,1°,48%,11°,"Алматы, Казахстан",87
2025-03-16 19:00:00.908579,8°,Дым,15°,1°,59%,7°,"Алматы, Казахстан",87
2025-03-16 20:00:00.770487,6°,Дым,15°,1°,63%,4°,"Алматы, Казахстан",91
2025-03-16 21:00:01.657865,8°,Ясно,15°,1°,52%,8°,"Алматы, Казахстан",102
2025-03-16 22:00:01.763221,4°,Дым,15°,1°,61%,2°,"Алматы, Казахстан",108
2025-03-16 23:00:02.159606,4°,Дым,15°,1°,59%,4°,"Алматы, Казахстан",104
2025-03-17 00:00:01.432794,7°,Ясно,15°,1°,41%,7°,"Алматы, Казахстан",105
2025-03-17 01:00:02.030119,3°,Легкий туман,15°,0°,60%,3°,"Алматы, Казахстан",89
2025-03-17 02:00:02.038701,2°,Легкий туман,15°,0°,63%,-1°,"Алматы, Казахстан",82
2025-03-17 03:00:02.355940,6°,Ясно,15°,0°,41%,6°,"Алматы, Казахстан",81
2025-03-17 04:00:01.638899,1°,Легкий туман,14°,2°,62%,1°,"Алматы, Казахстан",70
2025-03-17 05:00:01.702279,1°,Ясно,15°,2°,63%,1°,"Алматы, Казахстан",71
2025-03-17 06:00:01.784646,4°,Ясно,15°,2°,48%,4°,"Алматы, Казахстан",69
2025-03-17 07:00:01.972639,2°,Ясно,15°,2°,59%,0°,"Алматы, Казахстан",72
2025-03-17 08:00:01.591263,6°,Переменная облачность,15°,2°,54%,6°,"Алматы, Казахстан",67
2025-03-17 09:00:01.586985,12°,Облачно,14°,2°,33%,12°,"Алматы, Казахстан",69
2025-03-17 10:00:03.250970,10°,Значительная облачность,14°,2°,44%,9°,"Алматы, Казахстан",65
2025-03-17 11:00:02.134854,12°,Значительная облачность,14°,2°,40%,11°,"Алматы, Казахстан",68
2025-03-17 12:00:02.884913,14°,Ясно,15°,2°,34%,14°,"Алматы, Казахстан",74
2025-03-17 13:00:01.478287,13°,Значительная облачность,15°,2°,37%,12°,"Алматы, Казахстан",83
2025-03-17 14:00:01.954522,14°,Значительная облачность,14°,2°,37%,12°,"Алматы, Казахстан",87
2025-03-17 15:00:02.092721,17°,Значительная облачность,17°,2°,30%,17°,"Алматы, Казахстан",87
2025-03-17 16:00:01.644533,14°,Значительная облачность,17°,2°,34%,13°,"Алматы, Казахстан",76
2025-03-17 17:00:02.355603,13°,Значительная облачность,17°,2°,41%,12°,"Алматы, Казахстан",76
2025-03-17 18:00:01.449887,13°,Значительная облачность,17°,2°,31%,13°,"Алматы, Казахстан",76
2025-03-17 19:00:02.406059,9°,Дым,17°,2°,52%,8°,"Алматы, Казахстан",78
2025-03-17 20:00:01.586080,8°,Дым,17°,2°,54%,8°,"Алматы, Казахстан",82
2025-03-17 21:00:03.322050,9°,Ясно,17°,2°,42%,9°,"Алматы, Казахстан",91
2025-03-17 22:00:01.388375,6°,Дым,17°,2°,57%,6°,"Алматы, Казахстан",95
2025-03-17 23:00:01.764377,6°,Дым,17°,2°,59%,4°,"Алматы, Казахстан",95
2025-03-18 00:00:02.581697,8°,Ясно,17°,2°,44%,8°,"Алматы, Казахстан",95
2025-03-18 01:00:01.501030,4°,Дым,17°,2°,62%,4°,"Алматы, Казахстан",101
2025-03-18 02:00:01.958531,3°,Дым,17°,2°,65%,3°,"Алматы, Казахстан",93
2025-03-18 03:00:01.578896,7°,Ясно,17°,2°,47%,7°,"Алматы, Казахстан",99
2025-03-18 04:00:01.899893,3°,Ясно,16°,3°,66%,3°,"Алматы, Казахстан",88
2025-03-18 05:00:01.569610,2°,Ясно,16°,3°,66%,1°,"Алматы, Казахстан",84
2025-03-18 06:00:01.439778,5°,Ясно,17°,3°,54%,5°,"Алматы, Казахстан",82
2025-03-18 07:00:02.038869,3°,Ясно,16°,3°,65%,3°,"Алматы, Казахстан",84
2025-03-18 08:00:01.709506,7°,Ясно,16°,3°,58%,7°,"Алматы, Казахстан",85
2025-03-18 09:00:01.988895,11°,Ясно,16°,3°,49%,11°,"Алматы, Казахстан",81
2025-03-18 10:00:01.471707,11°,Ясно,16°,3°,49%,11°,"Алматы, Казахстан",82
2025-03-18 11:00:01.588634,13°,Ясно,16°,3°,43%,12°,"Алматы, Казахстан",86
2025-03-18 12:00:01.434569,16°,Ясно,17°,3°,34%,16°,"Алматы, Казахстан",96
2025-03-18 13:00:01.535747,16°,Ясно,16°,2°,37%,14°,"Алматы, Казахстан",107
